Noah; Williams; noah.williams@travel-sabre.com; ORD; SLC; UA; 521; Business; oneWay; 2014-01-02; 
James; Wilson; james.wilson@travel-sabre.com; ATL; MIA; VA; 6870; Premium Economy; oneWay; 2012-05-25; 
James; Wilson; james.wilson@travel-sabre.com; MIA; ATL; VA; 0786; Premium Economy; oneWay; 2012-05-29; 
James; Wilson; james.wilson@travel-sabre.com; LHR; YVR; AA; 6219; First; oneWay; 2013-01-02; 
James; Wilson; james.wilson@travel-sabre.com; YVR; LHR; AA; 9126; First; oneWay; 2013-01-06; 
James; Wilson; james.wilson@travel-sabre.com; HKG; ICN; SA; 7170; Business; oneWay; 2013-01-14; 
James; Wilson; james.wilson@travel-sabre.com; ICN; HKG; SA; 0717; Business; oneWay; 2013-01-17; 
James; Wilson; james.wilson@travel-sabre.com; ATL; BDL; KL; 8258; Economy; oneWay; 2013-01-25; 
James; Wilson; james.wilson@travel-sabre.com; BDL; ATL; KL; 8528; Economy; oneWay; 2013-01-31; 
James; Wilson; james.wilson@travel-sabre.com; PEK; CTU; CA; 4118; First; roundTrip; 2013-02-07; 2013-02-12
James; Wilson; james.wilson@travel-sabre.com; GRU; VIX; AF; 2027; Business; roundTrip; 2013-02-19; 2013-02-22
James; Wilson; james.wilson@travel-sabre.com; ATL; YYZ; DL; 5450; First; roundTrip; 2013-03-03; 2013-03-11
James; Wilson; james.wilson@travel-sabre.com; LAX; SJC; QR; 3780; Economy; oneWay; 2013-03-15; 
James; Wilson; james.wilson@travel-sabre.com; SJC; LAX; QR; 0873; Economy; oneWay; 2013-03-20; 
James; Wilson; james.wilson@travel-sabre.com; LAX; SJD; AS; 208; Business; oneWay; 2013-03-27; 
James; Wilson; james.wilson@travel-sabre.com; SJD; LAX; AS; 802; Business; oneWay; 2013-04-01; 
James; Wilson; james.wilson@travel-sabre.com; LAX; YYC; DL; 7177; Business; oneWay; 2013-04-08; 
James; Wilson; james.wilson@travel-sabre.com; YYC; LAX; DL; 7717; Business; oneWay; 2013-04-12; 
James; Wilson; james.wilson@travel-sabre.com; GRU; IGU; DL; 6938; First; oneWay; 2013-04-20; 
James; Wilson; james.wilson@travel-sabre.com; IGU; GRU; DL; 8396; First; oneWay; 2013-04-27; 
James; Wilson; james.wilson@travel-sabre.com; LHR; GSE; AA; 6266; First; roundTrip; 2013-05-01; 2013-05-04
James; Wilson; james.wilson@travel-sabre.com; ORD; YYZ; UA; 3491; Business; roundTrip; 2013-05-14; 2013-05-18
James; Wilson; james.wilson@travel-sabre.com; GRU; FLN; SA; 7922; Economy; roundTrip; 2013-05-25; 2013-05-29
James; Wilson; james.wilson@travel-sabre.com; LHR; HAM; BA; 974; Business; roundTrip; 2013-06-06; 2013-06-13
James; Wilson; james.wilson@travel-sabre.com; JNB; CAI; SA; 7207; Business; roundTrip; 2013-06-18; 2013-06-23
James; Wilson; james.wilson@travel-sabre.com; GRU; GIG; LH; 7361; Business; oneWay; 2013-06-30; 
James; Wilson; james.wilson@travel-sabre.com; GIG; GRU; LH; 1637; Business; oneWay; 2013-07-03; 
James; Wilson; james.wilson@travel-sabre.com; ORD; DFW; QR; 4438; First; roundTrip; 2013-07-12; 2013-07-16
James; Wilson; james.wilson@travel-sabre.com; LHR; YYC; AA; 6225; Premium Economy; roundTrip; 2013-07-25; 2013-08-02
James; Wilson; james.wilson@travel-sabre.com; DXB; BAH; FZ; 25; Economy; roundTrip; 2013-08-05; 2013-08-09
James; Wilson; james.wilson@travel-sabre.com; MUC; GSE; NH; 5428; Business; oneWay; 2013-08-18; 
James; Wilson; james.wilson@travel-sabre.com; GSE; MUC; NH; 8245; Business; oneWay; 2013-08-21; 
James; Wilson; james.wilson@travel-sabre.com; MEL; AUH; AF; 3827; Economy; oneWay; 2013-08-29; 
James; Wilson; james.wilson@travel-sabre.com; AUH; MEL; AF; 7283; Economy; oneWay; 2013-09-02; 
James; Wilson; james.wilson@travel-sabre.com; ATL; MCO; DL; 2586; First; roundTrip; 2014-01-01; 2014-01-05
James; Wilson; james.wilson@travel-sabre.com; DFW; MKE; AA; 1534; Business; oneWay; 2014-01-13; 
James; Wilson; james.wilson@travel-sabre.com; MKE; DFW; AA; 4351; Business; oneWay; 2014-01-17; 
James; Wilson; james.wilson@travel-sabre.com; LAX; MCI; VS; 2089; Premium Economy; roundTrip; 2014-01-26; 2014-01-29
James; Wilson; james.wilson@travel-sabre.com; HKG; CGK; CX; 719; Premium Economy; roundTrip; 2014-02-06; 2014-02-12
James; Wilson; james.wilson@travel-sabre.com; DXB; JED; FZ; 835; First; oneWay; 2014-02-18; 
James; Wilson; james.wilson@travel-sabre.com; JED; DXB; FZ; 538; First; oneWay; 2014-02-21; 
James; Wilson; james.wilson@travel-sabre.com; DXB; CPT; SA; 7155; Premium Economy; oneWay; 2014-03-02; 
James; Wilson; james.wilson@travel-sabre.com; CPT; DXB; SA; 5517; Premium Economy; oneWay; 2014-03-08; 
James; Wilson; james.wilson@travel-sabre.com; DXB; MEL; EK; 5010; Economy; roundTrip; 2014-03-15; 2014-03-19
James; Wilson; james.wilson@travel-sabre.com; ORD; LAX; BA; 4370; Premium Economy; roundTrip; 2014-03-27; 2014-04-01
James; Wilson; james.wilson@travel-sabre.com; HKG; SIN; CX; 659; Premium Economy; roundTrip; 2014-04-07; 2014-04-10
James; Wilson; james.wilson@travel-sabre.com; GRU; BSB; JJ; 4726; Business; roundTrip; 2014-04-19; 2014-04-25
James; Wilson; james.wilson@travel-sabre.com; ORD; MSN; AS; 4215; Economy; roundTrip; 2014-05-02; 2014-05-05
James; Wilson; james.wilson@travel-sabre.com; HKG; SYD; QR; 128; First; oneWay; 2014-05-13; 
James; Wilson; james.wilson@travel-sabre.com; SYD; HKG; QR; 821; First; oneWay; 2014-05-16; 
James; Wilson; james.wilson@travel-sabre.com; LAX; IAD; UA; 1093; Economy; oneWay; 2014-05-26; 
James; Wilson; james.wilson@travel-sabre.com; IAD; LAX; UA; 3901; Economy; oneWay; 2014-05-30; 
James; Wilson; james.wilson@travel-sabre.com; ORD; AUS; AC; 5794; Premium Economy; roundTrip; 2014-06-07; 2014-06-10
James; Wilson; james.wilson@travel-sabre.com; LAX; SLC; KL; 8243; First; oneWay; 2014-06-19; 
James; Wilson; james.wilson@travel-sabre.com; SLC; LAX; KL; 3428; First; oneWay; 2014-06-22; 
James; Wilson; james.wilson@travel-sabre.com; HKG; PVG; HX; 1504; Economy; oneWay; 2014-07-01; 
James; Wilson; james.wilson@travel-sabre.com; PVG; HKG; HX; 4051; Economy; oneWay; 2014-07-05; 
James; Wilson; james.wilson@travel-sabre.com; GRU; VIX; UA; 7370; Business; oneWay; 2014-07-12; 
James; Wilson; james.wilson@travel-sabre.com; VIX; GRU; UA; 0737; Business; oneWay; 2014-07-17; 
James; Wilson; james.wilson@travel-sabre.com; HKG; MNL; KA; 5903; Business; roundTrip; 2014-07-24; 2014-07-27
James; Wilson; james.wilson@travel-sabre.com; JNB; SIN; NH; 6275; First; roundTrip; 2014-08-06; 2014-08-10
James; Wilson; james.wilson@travel-sabre.com; HKG; ORD; AA; 8921; Premium Economy; oneWay; 2014-08-17; 
James; Wilson; james.wilson@travel-sabre.com; ORD; HKG; AA; 1298; Premium Economy; oneWay; 2014-08-25; 
James; Wilson; james.wilson@travel-sabre.com; DFW; OGG; AA; 7; Premium Economy; oneWay; 2014-08-30; 
James; Wilson; james.wilson@travel-sabre.com; OGG; DFW; AA; 7; Premium Economy; oneWay; 2014-09-03; 
James; Wilson; james.wilson@travel-sabre.com; LHR; NCE; JJ; 2881; Premium Economy; oneWay; 2015-01-01; 
James; Wilson; james.wilson@travel-sabre.com; NCE; LHR; JJ; 1882; Premium Economy; oneWay; 2015-01-04; 
James; Wilson; james.wilson@travel-sabre.com; LAX; SFO; NZ; 9270; Economy; roundTrip; 2015-01-13; 2015-01-19
James; Wilson; james.wilson@travel-sabre.com; DFW; BNA; BA; 6585; Economy; roundTrip; 2015-01-25; 2015-01-28
James; Wilson; james.wilson@travel-sabre.com; LAX; DEN; VA; 6406; Business; roundTrip; 2015-02-07; 2015-02-13
James; Wilson; james.wilson@travel-sabre.com; LHR; CDG; IB; 7553; First; oneWay; 2015-02-18; 
James; Wilson; james.wilson@travel-sabre.com; CDG; LHR; IB; 3557; First; oneWay; 2015-02-25; 
James; Wilson; james.wilson@travel-sabre.com; HKG; TPE; CX; 402; Business; oneWay; 2015-03-02; 
James; Wilson; james.wilson@travel-sabre.com; TPE; HKG; CX; 204; Business; oneWay; 2015-03-06; 
James; Wilson; james.wilson@travel-sabre.com; ATL; BNA; AM; 4059; Economy; oneWay; 2015-03-14; 
James; Wilson; james.wilson@travel-sabre.com; BNA; ATL; AM; 9504; Economy; oneWay; 2015-03-22; 
James; Wilson; james.wilson@travel-sabre.com; LAX; MIA; JJ; 2011; Economy; roundTrip; 2015-03-26; 2015-03-30
James; Wilson; james.wilson@travel-sabre.com; DFW; ATL; QR; 3174; Business; roundTrip; 2015-04-08; 2015-04-12
James; Wilson; james.wilson@travel-sabre.com; WAW; PRG; LO; 527; Economy; oneWay; 2015-04-20; 
James; Wilson; james.wilson@travel-sabre.com; PRG; WAW; LO; 725; Economy; oneWay; 2015-04-24; 
James; Wilson; james.wilson@travel-sabre.com; LAX; ABQ; AC; 4462; Premium Economy; oneWay; 2015-05-01; 
James; Wilson; james.wilson@travel-sabre.com; ABQ; LAX; AC; 2644; Premium Economy; oneWay; 2015-05-05; 
James; Wilson; james.wilson@travel-sabre.com; LHR; XLS; JJ; 2863; Business; roundTrip; 2015-05-14; 2015-05-22
James; Wilson; james.wilson@travel-sabre.com; HKG; KUL; MH; 73; Economy; roundTrip; 2015-05-26; 2015-06-02
James; Wilson; james.wilson@travel-sabre.com; ATL; FWA; DL; 4562; First; oneWay; 2015-06-07; 
James; Wilson; james.wilson@travel-sabre.com; FWA; ATL; DL; 2654; First; oneWay; 2015-06-11; 
James; Wilson; james.wilson@travel-sabre.com; LAX; SAT; AA; 6027; Economy; oneWay; 2015-06-18; 
James; Wilson; james.wilson@travel-sabre.com; SAT; LAX; AA; 7206; Economy; oneWay; 2015-06-21; 
James; Wilson; james.wilson@travel-sabre.com; DFW; SFO; BA; 5730; Premium Economy; roundTrip; 2015-06-30; 2015-07-04
James; Wilson; james.wilson@travel-sabre.com; GRU; BSB; G3; 1416; Premium Economy; oneWay; 2015-07-13; 
James; Wilson; james.wilson@travel-sabre.com; BSB; GRU; G3; 6141; Premium Economy; oneWay; 2015-07-16; 
James; Wilson; james.wilson@travel-sabre.com; ATL; LAX; WS; 6895; Economy; oneWay; 2015-07-24; 
James; Wilson; james.wilson@travel-sabre.com; LAX; ATL; WS; 5986; Economy; oneWay; 2015-07-31; 
James; Wilson; james.wilson@travel-sabre.com; DFW; BNA; AS; 8250; Economy; roundTrip; 2015-08-05; 2015-08-08
James; Wilson; james.wilson@travel-sabre.com; ATL; CVG; AF; 2090; Economy; oneWay; 2015-08-18; 
James; Wilson; james.wilson@travel-sabre.com; CVG; ATL; AF; 0902; Economy; oneWay; 2015-08-22; 
James; Wilson; james.wilson@travel-sabre.com; ATL; PHX; WN; 3450; Business; oneWay; 2015-08-29; 
James; Wilson; james.wilson@travel-sabre.com; PHX; ATL; WN; 0543; Business; oneWay; 2015-09-02; 
James; Wilson; james.wilson@travel-sabre.com; JNB; CPT; UA; 7235; Premium Economy; roundTrip; 2015-09-10; 2015-09-13
James; Wilson; james.wilson@travel-sabre.com; DFW; IAH; UA; 6087; Business; oneWay; 2016-01-01; 
James; Wilson; james.wilson@travel-sabre.com; IAH; DFW; UA; 7806; Business; oneWay; 2016-01-04; 
James; Wilson; james.wilson@travel-sabre.com; WAW; CDG; DL; 8551; Economy; roundTrip; 2016-01-13; 2016-01-16
James; Wilson; james.wilson@travel-sabre.com; LAX; DTW; G3; 8073; Business; oneWay; 2016-01-25; 
James; Wilson; james.wilson@travel-sabre.com; DTW; LAX; G3; 3708; Business; oneWay; 2016-01-29; 
James; Wilson; james.wilson@travel-sabre.com; DFW; MKE; AA; 1534; First; roundTrip; 2016-02-07; 2016-02-11
James; Wilson; james.wilson@travel-sabre.com; LHR; MAN; BA; 1402; Economy; roundTrip; 2016-02-19; 2016-02-23
James; Wilson; james.wilson@travel-sabre.com; GRU; CNF; G3; 1326; Economy; oneWay; 2016-03-02; 
James; Wilson; james.wilson@travel-sabre.com; CNF; GRU; G3; 6231; Economy; oneWay; 2016-03-06; 
James; Wilson; james.wilson@travel-sabre.com; LHR; YVR; BA; 85; Premium Economy; oneWay; 2016-03-13; 
James; Wilson; james.wilson@travel-sabre.com; YVR; LHR; BA; 58; Premium Economy; oneWay; 2016-03-21; 
James; Wilson; james.wilson@travel-sabre.com; ORD; PBI; AA; 1364; First; roundTrip; 2016-03-26; 2016-03-31
James; Wilson; james.wilson@travel-sabre.com; DXB; JED; CZ; 4161; First; oneWay; 2016-04-07; 
James; Wilson; james.wilson@travel-sabre.com; JED; DXB; CZ; 1614; First; oneWay; 2016-04-10; 
James; Wilson; james.wilson@travel-sabre.com; PEK; NKG; DL; 6537; Business; oneWay; 2016-04-18; 
James; Wilson; james.wilson@travel-sabre.com; NKG; PEK; DL; 7356; Business; oneWay; 2016-04-22; 
James; Wilson; james.wilson@travel-sabre.com; ORD; SDF; UA; 4680; Premium Economy; roundTrip; 2016-05-01; 2016-05-04
James; Wilson; james.wilson@travel-sabre.com; HKG; PVG; MU; 504; Premium Economy; oneWay; 2016-05-13; 
James; Wilson; james.wilson@travel-sabre.com; PVG; HKG; MU; 405; Premium Economy; oneWay; 2016-05-19; 
James; Wilson; james.wilson@travel-sabre.com; ORD; MKE; AA; 3119; Economy; roundTrip; 2016-05-25; 2016-05-30
James; Wilson; james.wilson@travel-sabre.com; HKG; SIN; CX; 691; Economy; roundTrip; 2016-06-05; 2016-06-08
James; Wilson; james.wilson@travel-sabre.com; ORD; MTY; UA; 5641; Premium Economy; roundTrip; 2016-06-17; 2016-06-20
James; Wilson; james.wilson@travel-sabre.com; JNB; PLZ; LH; 9564; Economy; oneWay; 2016-06-29; 
James; Wilson; james.wilson@travel-sabre.com; PLZ; JNB; LH; 4659; Economy; oneWay; 2016-07-05; 
James; Wilson; james.wilson@travel-sabre.com; GRU; MCZ; AR; 7620; First; oneWay; 2016-07-11; 
James; Wilson; james.wilson@travel-sabre.com; MCZ; GRU; AR; 0267; First; oneWay; 2016-07-18; 
James; Wilson; james.wilson@travel-sabre.com; ORD; SLC; AA; 1305; Economy; oneWay; 2017-01-01; 
James; Wilson; james.wilson@travel-sabre.com; SLC; ORD; AA; 5031; Economy; oneWay; 2017-01-05; 
James; Wilson; james.wilson@travel-sabre.com; LHR; CDG; IB; 7507; Economy; roundTrip; 2017-01-14; 2017-01-19
James; Wilson; james.wilson@travel-sabre.com; HKG; PVG; KA; 892; Economy; roundTrip; 2017-01-26; 2017-02-01
James; Wilson; james.wilson@travel-sabre.com; LAX; EWR; EY; 3361; Premium Economy; oneWay; 2017-02-07; 
James; Wilson; james.wilson@travel-sabre.com; EWR; LAX; EY; 1633; Premium Economy; oneWay; 2017-02-11; 
James; Wilson; james.wilson@travel-sabre.com; HKG; AMS; KL; 888; First; roundTrip; 2017-02-18; 2017-02-26
James; Wilson; james.wilson@travel-sabre.com; HKG; DLC; KA; 1106; Premium Economy; oneWay; 2017-03-02; 
James; Wilson; james.wilson@travel-sabre.com; DLC; HKG; KA; 6011; Premium Economy; oneWay; 2017-03-05; 
James; Wilson; james.wilson@travel-sabre.com; HKG; KUL; KA; 1305; First; oneWay; 2017-03-14; 
James; Wilson; james.wilson@travel-sabre.com; KUL; HKG; KA; 5031; First; oneWay; 2017-03-21; 
James; Wilson; james.wilson@travel-sabre.com; MUC; HAM; LH; 2080; First; roundTrip; 2017-03-26; 2017-03-30
James; Wilson; james.wilson@travel-sabre.com; ATL; MCO; G3; 8028; First; oneWay; 2017-04-07; 
James; Wilson; james.wilson@travel-sabre.com; MCO; ATL; G3; 8208; First; oneWay; 2017-04-12; 
James; Wilson; james.wilson@travel-sabre.com; MEL; WLG; EK; 5037; Premium Economy; roundTrip; 2017-04-19; 2017-04-22
James; Wilson; james.wilson@travel-sabre.com; ATL; SLC; 9W; 8345; Premium Economy; oneWay; 2017-05-01; 
James; Wilson; james.wilson@travel-sabre.com; SLC; ATL; 9W; 5438; Premium Economy; oneWay; 2017-05-04; 
James; Wilson; james.wilson@travel-sabre.com; MEL; SYD; EY; 6366; Business; oneWay; 2017-05-14; 
James; Wilson; james.wilson@travel-sabre.com; SYD; MEL; EY; 6636; Business; oneWay; 2017-05-20; 
James; Wilson; james.wilson@travel-sabre.com; LAX; DEN; UA; 544; First; roundTrip; 2017-05-25; 2017-05-29
James; Wilson; james.wilson@travel-sabre.com; ORD; DFW; AA; 1336; Economy; oneWay; 2017-06-06; 
James; Wilson; james.wilson@travel-sabre.com; DFW; ORD; AA; 6331; Economy; oneWay; 2017-06-11; 
James; Wilson; james.wilson@travel-sabre.com; DFW; CVG; AA; 2268; Premium Economy; oneWay; 2017-06-18; 
James; Wilson; james.wilson@travel-sabre.com; CVG; DFW; AA; 8622; Premium Economy; oneWay; 2017-06-25; 
James; Wilson; james.wilson@travel-sabre.com; DFW; FLL; AA; 1523; Business; oneWay; 2017-07-01; 
James; Wilson; james.wilson@travel-sabre.com; FLL; DFW; AA; 3251; Business; oneWay; 2017-07-06; 
James; Wilson; james.wilson@travel-sabre.com; HKG; TPE; CX; 450; First; roundTrip; 2017-07-12; 2017-07-16
James; Wilson; james.wilson@travel-sabre.com; LAX; EWR; KL; 5809; Premium Economy; roundTrip; 2017-07-24; 2017-07-27
James; Wilson; james.wilson@travel-sabre.com; ORD; EWR; TP; 8485; Economy; roundTrip; 2017-08-06; 2017-08-09
James; Wilson; james.wilson@travel-sabre.com; GRU; SAL; AF; 1930; Economy; roundTrip; 2017-08-18; 2017-08-21
James; Wilson; james.wilson@travel-sabre.com; ORD; DFW; GF; 4196; Economy; roundTrip; 2017-08-30; 2017-09-02
James; Wilson; james.wilson@travel-sabre.com; ATL; BWI; DL; 1271; Business; oneWay; 2017-09-11; 
James; Wilson; james.wilson@travel-sabre.com; BWI; ATL; DL; 1721; Business; oneWay; 2017-09-19; 
James; Wilson; james.wilson@travel-sabre.com; LHR; BCN; IB; 7455; Economy; roundTrip; 2017-09-22; 2017-09-30
James; Wilson; james.wilson@travel-sabre.com; ATL; MCO; AM; 4168; Economy; roundTrip; 2017-10-05; 2017-10-09
James; Wilson; james.wilson@travel-sabre.com; WAW; DUS; LO; 405; Business; oneWay; 2017-10-16; 
James; Wilson; james.wilson@travel-sabre.com; DUS; WAW; LO; 504; Business; oneWay; 2017-10-19; 
James; Wilson; james.wilson@travel-sabre.com; HKG; SIN; VA; 5642; First; oneWay; 2017-10-29; 
James; Wilson; james.wilson@travel-sabre.com; SIN; HKG; VA; 2465; First; oneWay; 2017-11-04; 
James; Wilson; james.wilson@travel-sabre.com; DXB; YYZ; MH; 4603; Premium Economy; roundTrip; 2017-11-10; 2017-11-14
James; Wilson; james.wilson@travel-sabre.com; MEL; PER; VA; 697; Business; oneWay; 2017-11-22; 
James; Wilson; james.wilson@travel-sabre.com; PER; MEL; VA; 796; Business; oneWay; 2017-11-27; 
James; Wilson; james.wilson@travel-sabre.com; HKG; XMN; KA; 602; Premium Economy; roundTrip; 2017-12-03; 2017-12-09

James; Hall; james.hall@travel-sabre.com; LHR; CDG; AA; 6509; First; oneWay; 2004-01-05; 
James; Hall; james.hall@travel-sabre.com; CDG; LHR; AA; 9056; First; oneWay; 2004-01-16; 
James; Hall; james.hall@travel-sabre.com; JNB; HKG; NH; 6666; Premium Economy; oneWay; 2004-03-05; 
James; Hall; james.hall@travel-sabre.com; HKG; JNB; NH; 6666; Premium Economy; oneWay; 2004-03-18; 
James; Hall; james.hall@travel-sabre.com; PVG; CTU; AF; 5256; First; oneWay; 2004-05-06; 
James; Hall; james.hall@travel-sabre.com; CTU; PVG; AF; 6525; First; oneWay; 2004-05-18; 
James; Hall; james.hall@travel-sabre.com; MEL; MCY; QR; 5796; Business; oneWay; 2004-07-07; 
James; Hall; james.hall@travel-sabre.com; HKG; HGH; HX; 128; Business; roundTrip; 2004-08-28; 2004-09-23
James; Hall; james.hall@travel-sabre.com; WAW; VIE; OS; 8506; Economy; roundTrip; 2005-01-05; 2005-02-06
James; Hall; james.hall@travel-sabre.com; ORD; MSN; AS; 4215; Premium Economy; oneWay; 2005-03-03; 
James; Hall; james.hall@travel-sabre.com; MSN; ORD; AS; 5124; Premium Economy; oneWay; 2005-03-07; 
James; Hall; james.hall@travel-sabre.com; PEK; WAW; CA; 737; Premium Economy; roundTrip; 2005-05-02; 2005-05-12
James; Hall; james.hall@travel-sabre.com; ATL; LAX; AZ; 5807; First; oneWay; 2005-07-02; 
James; Hall; james.hall@travel-sabre.com; LAX; ATL; AZ; 7085; First; oneWay; 2005-07-26; 
James; Hall; james.hall@travel-sabre.com; GRU; FLN; SA; 7920; Economy; oneWay; 2006-01-08; 
James; Hall; james.hall@travel-sabre.com; FLN; GRU; SA; 0297; Economy; oneWay; 2006-01-30; 
James; Hall; james.hall@travel-sabre.com; MEL; SYD; QR; 486; First; roundTrip; 2006-03-10; 2006-03-21
James; Hall; james.hall@travel-sabre.com; LHR; MAN; JJ; 2808; Premium Economy; oneWay; 2006-05-09; 
James; Hall; james.hall@travel-sabre.com; MAN; LHR; JJ; 8082; Premium Economy; oneWay; 2006-05-16; 
James; Hall; james.hall@travel-sabre.com; ORD; EWR; VS; 4906; First; roundTrip; 2007-01-04; 2007-01-19
James; Hall; james.hall@travel-sabre.com; ORD; YYC; UA; 5758; Economy; oneWay; 2007-03-05; 
James; Hall; james.hall@travel-sabre.com; YYC; ORD; UA; 8575; Economy; oneWay; 2007-03-10; 
James; Hall; james.hall@travel-sabre.com; DFW; SNA; AS; 6835; Premium Economy; oneWay; 2007-05-02; 
James; Hall; james.hall@travel-sabre.com; SNA; DFW; AS; 5386; Premium Economy; oneWay; 2007-05-28; 
James; Hall; james.hall@travel-sabre.com; ORD; SNA; BA; 7757; Premium Economy; oneWay; 2007-07-09; 
James; Hall; james.hall@travel-sabre.com; SNA; ORD; BA; 7577; Premium Economy; oneWay; 2007-07-20; 
James; Hall; james.hall@travel-sabre.com; MUC; MAD; AC; 9493; First; oneWay; 2007-09-06; 
James; Hall; james.hall@travel-sabre.com; MAD; MUC; AC; 3949; First; oneWay; 2007-09-19; 
James; Hall; james.hall@travel-sabre.com; ORD; YYZ; AS; 4519; Economy; oneWay; 2008-01-10; 
James; Hall; james.hall@travel-sabre.com; YYZ; ORD; AS; 9154; Economy; oneWay; 2008-01-28; 
James; Hall; james.hall@travel-sabre.com; LAX; SFO; UA; 708; Business; oneWay; 2009-01-06; 
James; Hall; james.hall@travel-sabre.com; SFO; LAX; UA; 807; Business; oneWay; 2009-01-31; 
James; Hall; james.hall@travel-sabre.com; WAW; FRA; LO; 5357; Business; roundTrip; 2010-01-05; 2010-01-11
James; Hall; james.hall@travel-sabre.com; DFW; SAN; AA; 1081; First; oneWay; 2010-03-08; 
James; Hall; james.hall@travel-sabre.com; SAN; DFW; AA; 1801; First; oneWay; 2010-03-16; 
James; Hall; james.hall@travel-sabre.com; DFW; IAH; AS; 6194; Premium Economy; roundTrip; 2011-01-11; 2011-01-24
James; Hall; james.hall@travel-sabre.com; MUC; GDN; LO; 5372; Business; oneWay; 2011-03-11; 
James; Hall; james.hall@travel-sabre.com; GDN; MUC; LO; 2735; Business; oneWay; 2011-03-14; 
James; Hall; james.hall@travel-sabre.com; LHR; HND; BA; 4600; Economy; oneWay; 2011-05-03; 
James; Hall; james.hall@travel-sabre.com; HND; LHR; BA; 0064; Economy; oneWay; 2011-05-25; 
James; Hall; james.hall@travel-sabre.com; DFW; HND; JL; 11; Premium Economy; roundTrip; 2011-07-02; 2011-07-10
James; Hall; james.hall@travel-sabre.com; DXB; BKK; FZ; 521; Economy; oneWay; 2011-09-04; 
James; Hall; james.hall@travel-sabre.com; BKK; DXB; FZ; 125; Economy; oneWay; 2011-10-04; 
James; Hall; james.hall@travel-sabre.com; MUC; HEL; OS; 7431; Economy; oneWay; 2011-11-02; 
James; Hall; james.hall@travel-sabre.com; HEL; MUC; OS; 1347; Economy; oneWay; 2011-11-06; 
James; Hall; james.hall@travel-sabre.com; MEL; DPO; EK; 5096; Premium Economy; oneWay; 2012-01-03; 
James; Hall; james.hall@travel-sabre.com; DPO; MEL; EK; 6905; Premium Economy; oneWay; 2012-01-23; 
James; Hall; james.hall@travel-sabre.com; MEL; SYD; NZ; 7039; Economy; oneWay; 2012-03-09; 
James; Hall; james.hall@travel-sabre.com; SYD; MEL; NZ; 9307; Economy; oneWay; 2012-03-13; 
James; Hall; james.hall@travel-sabre.com; ORD; MSP; BA; 5642; Premium Economy; oneWay; 2012-05-07; 
James; Hall; james.hall@travel-sabre.com; MSP; ORD; BA; 2465; Premium Economy; oneWay; 2012-06-09; 
James; Hall; james.hall@travel-sabre.com; PEK; MXP; TP; 8323; First; oneWay; 2012-07-05; 
James; Hall; james.hall@travel-sabre.com; MXP; PEK; TP; 3238; First; oneWay; 2012-07-10; 
James; Hall; james.hall@travel-sabre.com; DFW; MIA; LA; 6493; First; roundTrip; 2012-08-28; 2012-10-04
James; Hall; james.hall@travel-sabre.com; DXB; DUS; EK; 55; First; oneWay; 2012-10-27; 
James; Hall; james.hall@travel-sabre.com; DUS; DXB; EK; 55; First; oneWay; 2012-11-03; 
James; Hall; james.hall@travel-sabre.com; HND; HKG; NH; 821; Economy; oneWay; 2013-01-12; 
James; Hall; james.hall@travel-sabre.com; HKG; HND; NH; 128; Economy; oneWay; 2013-02-04; 
James; Hall; james.hall@travel-sabre.com; MEL; BNE; EK; 7663; Economy; oneWay; 2013-03-03; 
James; Hall; james.hall@travel-sabre.com; BNE; MEL; EK; 3667; Economy; oneWay; 2013-03-29; 
James; Hall; james.hall@travel-sabre.com; PEK; SYD; SK; 9527; First; oneWay; 2013-05-12; 
James; Hall; james.hall@travel-sabre.com; SYD; PEK; SK; 7259; First; oneWay; 2013-05-15; 
James; Hall; james.hall@travel-sabre.com; ORD; CMH; BA; 5265; Premium Economy; oneWay; 2014-01-08; 
James; Hall; james.hall@travel-sabre.com; CMH; ORD; BA; 5625; Premium Economy; oneWay; 2014-01-14; 
James; Hall; james.hall@travel-sabre.com; LAX; AUS; WN; 5390; Premium Economy; roundTrip; 2014-03-02; 2014-03-26
James; Hall; james.hall@travel-sabre.com; DXB; AMM; FZ; 143; Business; oneWay; 2014-05-01; 
James; Hall; james.hall@travel-sabre.com; AMM; DXB; FZ; 341; Business; oneWay; 2014-05-21; 
James; Hall; james.hall@travel-sabre.com; MEL; SYD; VA; 833; Premium Economy; oneWay; 2014-07-03; 
James; Hall; james.hall@travel-sabre.com; SYD; MEL; VA; 338; Premium Economy; oneWay; 2014-07-11; 
James; Hall; james.hall@travel-sabre.com; HKG; KUL; CX; 1725; Economy; oneWay; 2014-08-29; 
James; Hall; james.hall@travel-sabre.com; KUL; HKG; CX; 5271; Economy; oneWay; 2014-09-24; 
James; Hall; james.hall@travel-sabre.com; LHR; EWR; EI; 8879; First; roundTrip; 2015-01-06; 2015-01-10
James; Hall; james.hall@travel-sabre.com; LHR; NCL; BA; 1336; Economy; oneWay; 2015-03-06; 
James; Hall; james.hall@travel-sabre.com; NCL; LHR; BA; 6331; Economy; oneWay; 2015-03-18; 
James; Hall; james.hall@travel-sabre.com; MEL; SYD; QR; 416; Premium Economy; oneWay; 2015-05-05; 
James; Hall; james.hall@travel-sabre.com; SYD; MEL; QR; 614; Premium Economy; oneWay; 2015-06-04; 
